PRISM Time Series Data
Location:  Lat: 33.6493   Lon: -111.8585   Elev: 529m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2016-01-01 - 2024-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2024-02-26,0.00,13.5,19.9,26.3
2024-02-27,0.00,13.9,17.9,21.9
2024-02-28,0.00,11.0,16.3,21.5
2024-02-29,0.00,10.0,16.9,23.8
2024-03-01,0.00,8.7,15.5,22.3
2024-03-02,0.00,9.1,16.5,23.8
2024-03-03,0.00,9.4,16.3,23.2
2024-03-04,0.00,9.0,14.6,20.2
2024-03-05,0.00,8.2,14.4,20.6
2024-03-06,0.00,9.2,15.7,22.1
2024-03-07,0.00,10.3,16.0,21.6
2024-03-08,5.15,9.5,12.9,16.4
2024-03-09,1.10,8.6,14.2,19.8
2024-03-10,0.00,8.5,15.5,22.6
2024-03-11,0.00,11.0,17.8,24.6
2024-03-12,0.00,10.7,18.1,25.5
2024-03-13,0.00,9.6,16.4,23.2
2024-03-14,0.00,8.7,15.5,22.4
2024-03-15,1.25,8.6,14.7,20.9
2024-03-16,7.11,6.5,10.6,14.7
2024-03-17,4.59,6.2,12.2,18.3
2024-03-18,1.11,8.2,13.7,19.3
2024-03-19,0.49,8.1,15.5,22.8
2024-03-20,0.00,9.9,16.7,23.6
2024-03-21,0.99,9.8,17.1,24.4
2024-03-22,0.00,10.4,18.2,26.0
2024-03-23,0.00,12.2,19.9,27.6
2024-03-24,9.33,10.3,17.9,25.5
2024-03-25,1.48,7.3,11.5,15.7
2024-03-26,0.83,6.9,13.1,19.4
2024-03-27,0.67,8.0,13.8,19.7
2024-03-28,0.00,7.9,15.3,22.7
2024-03-29,0.00,10.7,17.8,25.0
2024-03-30,0.00,10.8,18.8,26.7
2024-03-31,4.65,12.2,19.6,27.0
2024-04-01,23.44,7.5,10.8,14.1
2024-04-02,1.16,7.2,11.8,16.4
2024-04-03,0.00,7.9,15.3,22.7
2024-04-04,0.00,10.9,18.6,26.3
2024-04-05,0.00,12.4,20.5,28.5
2024-04-06,0.00,7.4,13.0,18.5
2024-04-07,0.00,5.9,11.8,17.6
2024-04-08,0.00,7.2,14.9,22.6
2024-04-09,0.00,9.6,15.9,22.2
2024-04-10,0.00,9.5,18.3,27.2
2024-04-11,0.00,11.4,20.1,28.8
2024-04-12,0.00,14.8,23.6,32.3
2024-04-13,0.00,14.7,23.1,31.4
2024-04-14,0.00,12.9,20.8,28.8
2024-04-15,0.00,11.4,19.0,26.6
2024-04-16,0.00,10.2,16.6,22.9
2024-04-17,0.00,11.7,20.5,29.3
2024-04-18,0.00,14.4,22.8,31.2
2024-04-19,0.00,15.8,23.5,31.3
2024-04-20,0.00,15.6,23.9,32.1
2024-04-21,0.00,16.7,24.8,32.8
2024-04-22,0.00,17.8,26.2,34.6
2024-04-23,0.00,17.7,26.5,35.3
2024-04-24,0.00,16.2,24.7,33.1
2024-04-25,0.00,15.4,23.1,30.8
2024-04-26,0.00,14.8,20.5,26.2
2024-04-27,3.20,13.3,19.0,24.7
2024-04-28,0.00,12.6,18.6,24.5
2024-04-29,0.00,13.0,21.0,29.0
2024-04-30,0.00,15.3,23.3,31.3
2024-05-01,0.00,16.0,24.2,32.5
2024-05-02,0.00,16.3,23.6,30.9
2024-05-03,0.00,16.4,24.0,31.5
2024-05-04,0.00,16.9,24.3,31.7
2024-05-05,0.00,16.9,24.3,31.7
2024-05-06,0.00,12.5,19.5,26.5
2024-05-07,0.00,12.0,19.8,27.5
2024-05-08,0.00,12.6,21.3,30.0
2024-05-09,0.00,13.0,21.3,29.7
2024-05-10,0.00,12.8,20.6,28.4
2024-05-11,0.00,14.8,22.7,30.6
2024-05-12,0.00,15.4,23.2,30.9
2024-05-13,0.00,16.8,24.7,32.6
2024-05-14,0.00,18.3,26.8,35.2
2024-05-15,0.00,20.0,27.4,34.9
2024-05-16,0.00,19.3,26.5,33.7
2024-05-17,0.00,20.1,26.8,33.4
2024-05-18,0.00,19.5,27.6,35.8
2024-05-19,0.00,20.5,28.3,36.2
2024-05-20,0.00,18.8,26.5,34.2
2024-05-21,0.00,16.0,22.3,28.6
2024-05-22,0.00,15.4,23.9,32.3
2024-05-23,0.00,16.4,24.6,32.9
2024-05-24,0.00,17.3,25.2,33.1
2024-05-25,0.00,18.6,26.3,34.1
2024-05-26,0.00,17.8,24.0,30.1
2024-05-27,0.00,17.3,25.5,33.7
2024-05-28,0.00,19.8,28.2,36.5
2024-05-29,0.00,20.4,29.1,37.8
2024-05-30,0.00,21.5,28.9,36.4
2024-05-31,0.00,20.1,28.8,37.4
2024-06-01,0.00,20.5,29.4,38.3
2024-06-02,0.00,21.0,29.5,37.9
2024-06-03,0.00,21.3,29.0,36.6
2024-06-04,0.00,21.8,29.2,36.5
2024-06-05,0.00,22.1,29.6,37.1
2024-06-06,0.00,23.3,31.7,40.2
2024-06-07,0.00,25.7,33.9,42.1
2024-06-08,0.00,25.8,33.5,41.2
2024-06-09,0.00,25.1,32.1,39.1
2024-06-10,0.00,22.7,30.5,38.2
2024-06-11,0.00,22.1,30.5,38.9
2024-06-12,0.00,23.2,32.6,41.9
2024-06-13,0.00,24.0,32.8,41.5
2024-06-14,0.00,24.6,31.9,39.2
2024-06-15,0.00,23.9,31.6,39.3
2024-06-16,0.00,24.3,33.1,41.8
2024-06-17,0.00,24.3,32.7,41.1
2024-06-18,0.00,23.4,30.9,38.3
2024-06-19,0.00,23.2,30.4,37.5
2024-06-20,0.00,23.9,30.9,38.0
2024-06-21,0.00,24.9,33.8,42.7
2024-06-22,0.00,30.5,37.0,43.5
2024-06-23,0.00,29.6,34.3,39.1
2024-06-24,0.31,29.5,34.6,39.7
2024-06-25,1.94,28.2,34.7,41.1
2024-06-26,0.00,26.8,33.0,39.3
2024-06-27,0.00,27.0,33.9,40.9
2024-06-28,0.00,30.2,35.7,41.2
2024-06-29,0.00,28.6,34.9,41.2
2024-06-30,0.00,28.4,34.7,41.0
2024-07-01,3.76,26.0,33.6,41.2
2024-07-02,0.00,27.0,33.7,40.3
2024-07-03,0.00,29.4,36.2,43.0
2024-07-04,0.00,30.6,36.7,42.9
2024-07-05,0.00,29.6,36.2,42.9
2024-07-06,0.00,29.4,37.6,45.8
2024-07-07,0.00,29.1,36.2,43.4
2024-07-08,0.00,29.2,36.0,42.7
2024-07-09,0.00,28.6,37.1,45.6
2024-07-10,0.00,29.6,37.0,44.4
2024-07-11,0.00,29.8,36.7,43.5
2024-07-12,0.00,29.3,36.7,44.1
2024-07-13,0.71,28.8,36.3,43.7
2024-07-14,0.00,29.5,36.3,43.0
2024-07-15,6.90,25.5,33.0,40.5
2024-07-16,0.00,27.3,33.9,40.5
2024-07-17,0.00,28.7,35.1,41.4
2024-07-18,0.00,29.3,35.6,42.0
2024-07-19,0.00,29.8,36.2,42.7
2024-07-20,0.00,29.7,36.4,43.2
2024-07-21,0.00,30.3,36.8,43.2
2024-07-22,1.38,25.8,33.8,41.7
2024-07-23,0.00,25.8,33.9,42.1
2024-07-24,0.00,30.9,37.2,43.5
2024-07-25,0.00,30.6,37.2,43.7
2024-07-26,0.66,25.5,34.1,42.7
2024-07-27,0.00,26.0,33.8,41.5
2024-07-28,0.00,28.6,35.0,41.4
2024-07-29,0.00,28.2,34.7,41.3
2024-07-30,0.00,28.6,34.8,41.1
2024-07-31,0.00,27.9,34.4,40.9
2024-08-01,0.00,27.4,34.7,42.0
2024-08-02,0.00,28.3,33.8,39.3
2024-08-03,0.00,29.7,36.2,42.6
2024-08-04,0.00,30.1,37.4,44.7
2024-08-05,1.89,29.7,37.4,45.1
2024-08-06,0.00,30.5,36.7,42.8
2024-08-07,0.29,26.2,34.2,42.3
2024-08-08,0.00,26.0,32.0,38.0
2024-08-09,3.12,26.7,33.7,40.6
2024-08-10,0.00,27.2,33.9,40.6
2024-08-11,0.00,27.9,35.2,42.5
2024-08-12,0.00,27.3,33.4,39.4
2024-08-13,0.00,27.5,33.8,40.0
2024-08-14,2.58,28.3,33.9,39.6
2024-08-15,0.00,27.7,34.4,41.1
2024-08-16,0.00,27.1,34.6,42.1
2024-08-17,0.00,28.2,35.5,42.8
2024-08-18,12.07,23.6,33.0,42.5
2024-08-19,0.00,23.2,30.2,37.2
2024-08-20,0.00,27.3,34.6,41.9
2024-08-21,2.41,27.6,35.2,42.8
2024-08-22,0.00,27.6,32.7,37.7
2024-08-23,2.29,25.7,32.8,39.8
2024-08-24,0.00,27.1,33.4,39.7
2024-08-25,0.00,26.9,32.7,38.5
2024-08-26,0.00,25.2,32.4,39.7
2024-08-27,0.00,24.5,32.6,40.8
2024-08-28,0.00,26.2,32.9,39.7
2024-08-29,0.00,27.3,32.7,38.1
2024-08-30,0.00,26.4,33.8,41.2
2024-08-31,0.00,25.7,33.5,41.2
2024-09-01,0.00,27.6,34.1,40.5
2024-09-02,2.89,25.6,33.0,40.4
2024-09-03,0.00,27.2,33.3,39.3
2024-09-04,0.00,26.6,33.1,39.7
2024-09-05,0.00,26.5,34.2,41.8
2024-09-06,0.00,27.1,35.7,44.3
2024-09-07,0.00,30.8,35.9,41.1
2024-09-08,0.00,29.6,35.0,40.4
2024-09-09,0.00,26.9,33.5,40.2
2024-09-10,0.00,25.0,32.7,40.5
2024-09-11,0.00,24.6,32.9,41.2
2024-09-12,0.00,24.5,32.1,39.8
2024-09-13,0.00,22.8,31.0,39.2
2024-09-14,0.00,22.5,30.2,38.0
2024-09-15,0.00,24.3,30.7,37.1
2024-09-16,0.00,24.3,30.8,37.3
2024-09-17,0.00,21.3,28.0,34.7
2024-09-18,0.00,19.0,25.5,31.9
2024-09-19,0.00,18.5,25.6,32.8
2024-09-20,0.00,19.0,26.4,33.7
2024-09-21,0.00,20.3,26.6,32.8
2024-09-22,0.00,18.9,24.7,30.4
2024-09-23,0.00,19.8,27.5,35.1
2024-09-24,0.00,22.7,30.5,38.3
2024-09-25,0.00,24.6,32.1,39.6
2024-09-26,0.00,25.7,33.5,41.3
2024-09-27,0.00,25.9,33.5,41.0
2024-09-28,0.00,25.6,34.3,42.9
2024-09-29,0.00,28.1,36.0,43.9
2024-09-30,0.00,26.0,33.8,41.6
2024-10-01,0.00,25.7,33.3,40.9
2024-10-02,0.00,26.4,34.4,42.4
2024-10-03,0.00,25.0,32.4,39.9
2024-10-04,0.00,23.8,32.1,40.4
2024-10-05,0.00,24.0,32.5,41.0
2024-10-06,0.00,24.7,32.9,41.1
2024-10-07,0.00,25.6,33.7,41.8
2024-10-08,0.00,24.0,32.5,40.9
2024-10-09,0.00,23.2,31.7,40.2
2024-10-10,0.00,23.2,31.1,39.1
2024-10-11,0.00,23.1,31.5,39.9
2024-10-12,0.00,22.5,30.7,39.0
2024-10-13,0.00,21.8,30.2,38.7
2024-10-14,0.00,21.0,29.4,37.8
2024-10-15,0.00,20.2,28.4,36.6
2024-10-16,0.00,19.3,26.7,34.2
2024-10-17,0.00,17.8,26.0,34.2
2024-10-18,0.44,17.5,23.7,29.8
2024-10-19,0.82,12.2,17.4,22.5
2024-10-20,0.28,11.8,16.4,21.0
2024-10-21,0.00,12.9,19.5,26.1
2024-10-22,0.00,13.8,22.3,30.7
2024-10-23,0.00,16.8,25.7,34.7
2024-10-24,0.00,17.3,26.4,35.6
2024-10-25,0.00,16.4,25.4,34.5
2024-10-26,0.00,17.5,26.4,35.3
2024-10-27,0.00,17.8,27.0,36.2
2024-10-28,0.00,16.6,25.6,34.7
2024-10-29,0.81,15.3,23.4,31.6
2024-10-30,0.00,9.8,15.7,21.5
2024-10-31,0.00,9.1,16.1,23.0
2024-11-01,0.00,9.5,17.2,24.9
2024-11-02,0.00,10.8,18.3,25.7
2024-11-03,7.34,10.3,16.8,23.3
2024-11-04,1.34,9.2,14.2,19.1
2024-11-05,0.00,7.9,14.0,20.0
2024-11-06,0.00,7.6,13.8,20.1
2024-11-07,0.00,8.7,13.8,19.0
2024-11-08,0.00,6.1,11.7,17.3
2024-11-09,0.00,6.2,12.1,18.0
2024-11-10,0.00,7.8,15.0,22.2
2024-11-11,0.00,10.3,18.5,26.7
2024-11-12,0.00,10.2,18.1,25.9
2024-11-13,0.00,8.6,15.3,22.0
2024-11-14,0.00,9.3,16.9,24.6
2024-11-15,0.00,9.4,18.5,27.5
2024-11-16,0.00,8.8,14.5,20.2
2024-11-17,0.00,7.1,11.2,15.4
2024-11-18,0.00,5.8,12.5,19.3
2024-11-19,0.00,6.1,11.8,17.6
2024-11-20,0.00,6.7,13.2,19.7
2024-11-21,0.00,8.5,16.4,24.3
2024-11-22,0.00,8.3,17.3,26.3
2024-11-23,0.00,10.7,19.0,27.4
2024-11-24,0.00,8.8,16.9,25.0
2024-11-25,0.00,9.0,15.6,22.2
2024-11-26,0.00,11.2,17.2,23.2
2024-11-27,0.00,11.2,17.4,23.6
2024-11-28,0.00,11.5,17.0,22.5
2024-11-29,0.00,10.4,15.8,21.3
2024-11-30,0.00,10.4,16.5,22.7
2024-12-01,0.00,11.1,18.5,25.9
2024-12-02,0.00,10.1,18.0,25.8
2024-12-03,0.00,10.8,19.1,27.3
2024-12-04,0.00,10.5,18.8,27.1
2024-12-05,0.00,9.8,16.9,24.1
2024-12-06,0.00,11.5,18.4,25.3
2024-12-07,0.00,12.2,18.4,24.6
2024-12-08,0.00,9.3,16.6,23.9
2024-12-09,0.00,8.0,15.0,22.0
2024-12-10,0.00,7.5,14.6,21.8
2024-12-11,0.00,5.3,11.7,18.0
2024-12-12,0.00,6.5,13.3,20.1
2024-12-13,0.00,8.0,15.2,22.3
2024-12-14,0.00,6.4,12.9,19.4
2024-12-15,0.00,6.6,13.8,20.9
2024-12-16,0.00,5.6,13.4,21.3
2024-12-17,0.00,5.8,14.2,22.5
2024-12-18,0.00,7.2,14.9,22.6
2024-12-19,0.00,10.6,18.7,26.8
2024-12-20,0.00,13.2,20.3,27.3
2024-12-21,0.00,12.5,20.0,27.4
2024-12-22,0.00,9.7,17.9,26.0
2024-12-23,0.00,8.7,16.1,23.6
2024-12-24,0.00,9.6,16.5,23.5
2024-12-25,0.00,9.7,17.2,24.6
2024-12-26,0.00,7.1,13.1,19.1
2024-12-27,0.00,5.9,11.5,17.1
2024-12-28,0.00,5.5,12.2,19.0
2024-12-29,0.00,6.3,13.0,19.7
2024-12-30,0.00,7.7,15.8,23.9
2024-12-31,0.00,7.0,14.8,22.6
