"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
7559,516,804,"For Baccharis halimifolia, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tuft of white hairs and changes from yellow-green to tan or light brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"56"
7560,516,805,"For Bahia absinthifolia, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of whitish scales and changes from white, light yellow or yellow-green to tan or brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7561,516,806,"For Baileya multiradiata, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit changes from whitish or light yellow to tan or light brown and and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7562,516,807,"For Barbarea vulgaris, the fruit is a long capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7563,516,808,"For Boykinia richardsonii, the fruit is a small, green capsule that dries and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7564,516,809,"For Brassica nigra, the fruit is a slender capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7565,516,810,"For Brugmansia suaveolens, the fruit is a capsule that changes from green to tan.",1,2012-03-08,NA,"56"
7566,516,811,"For Calamagrostis canadensis, the fruit is a grain, hidden within tiny bracts and grouped into small clusters that are closely arranged along many branches on a large, narrow or wide and open-branched plume (or seed head), that changes texture from soft or watery to hard and drops from the plant. Do not include seed heads that have already dropped all of their grains.",1,2012-03-08,NA,"57"
7567,516,812,"For Callicarpa americana, the fruit is juicy and berry-like and changes from green to bright pink-violet or purple or, rarely, white.",1,2012-03-08,NA,"56"
7568,516,813,"For Calopogon tuberosus, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7569,516,814,"For Calystegia sepium, the fruit is a small, green capsule that dries and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7570,516,815,"For Camassia quamash, the fruit is a capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds. ",1,2012-03-08,NA,"57"
7571,516,816,"For Campanula griffinii, the fruit is a tiny capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds. ",1,2012-03-08,NA,"57"
7572,516,817,"For Carex bigelowii, the fruit is tiny and seed-like, hidden in a small, papery, sac-like bract and grouped with others that are tightly arranged along several spikes in the seed head. The seed-like fruit changes from green to brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7573,516,818,"For Carex crinita, the fruit is tiny and seed-like, hidden in a small, papery, sac-like bract and grouped with others that are tightly arranged along several drooping spikes in the seed head. The seed-like fruit changes from green to tan or brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7574,516,819,"For Carex lyngbyei, the fruit is tiny and seed-like, hidden in a small, papery, sac-like bract and grouped with others that are tightly arranged along several erect to drooping spikes in the seed head. The seed-like fruit changes from green to yellowish-green or brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7575,516,820,"For Carex obnupta, the fruit is tiny and seed-like, hidden in a small, papery, sac-like bract and grouped with others that are tightly arranged along several drooping spikes in the seed head. The seed-like fruit changes from green to brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7576,516,821,"For Carex pensylvanica, the fruit is tiny and seed-like, hidden in a small, papery. sac-like bract and grouped with others that are tightly arranged along several small, erect spikes in the seed head. The seed-like fruit changes from green to dark brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7577,516,822,"For Carex subspathacea, the fruit is tiny and seed-like, hidden in a small, papery, sac-like bract and grouped with others that are tightly arranged along several small, erect spikes in the seed head. The seed-like fruit changes from green to brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7578,516,823,"For Carpinus caroliniana, the fruit is a ribbed nutlet surrounded by an irregular, three-lobed bract and changes from green to light-brown or brown.",1,2012-03-08,NA,"56"
7579,516,824,"For Carya illinoinensis, the fruit is a nut covered by a tough husk that changes from green to brown or dark brown and splits open to expose the nut. Do not include empty husks that have already dropped their nut.",1,2012-03-08,NA,"56"
7580,516,825,"For Castilleja miniata, the fruit is a tiny capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7581,516,826,"For Caulophyllum thalictroides, the fruit is fleshy and berry-like and changes from green to bright blue.",1,2012-03-08,NA,"57"
7582,516,827,"For Ceanothus americanus, the fruit is capsule-like and changes from green to dark brown or nearly black and splits open, sometimes explosively, to expose the seeds. Do not include empty fruits that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7583,516,828,"For Ceanothus integerrimus, the fruit is a small capsule that changes from green to brown as it dries out, and splits open, sometimes explosively, to expose the seeds.  Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7584,516,829,"For Celtis occidentalis, the fruit is fleshy and berry-like and changes from green to orange-red.",1,2012-03-08,NA,"56"
7585,516,830,"For Ceratiola ericoides, the fruits are of two types. One is fleshy and berry-like and changes from green to yellow-green or yellow, and the other changes from green to brown and hard as it dries out.",1,2012-03-08,NA,"56"
7586,516,832,"For Chilopsis linearis, the fruit is a long, slender capsule that changes from green to light green or red-green to tan, light brown or brown, and splits open to expose seeds with fluff. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7587,516,833,"For Cladium mariscus, the fruit is tiny and seed-like, tightly clustered with many others at the end of small branches that arise together from the base of the seed head, with several seed heads occurring along the stem of a plant. The seed-like fruit changes from green to purple-brown or dark brown, hardens as it dries out, and drops from the plant. Do not include seed heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7588,516,834,"For Claytonia perfoliata, the fruit is a tiny, green capsule that splits open, sometimes explosively, to release the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7589,516,835,"For Clematis virginiana, the fruit is tiny and seed-like and is crowded into clusters of many fruits. The seed-like fruit has a long, white plume and changes from green to brown, and drops from the plant.",1,2012-03-08,NA,"56"
7590,516,836,"For Clematis vitalba, the fruit is tiny and seed-like and is crowded into clusters of many fruits. The seed-like fruit has a long, white plume and changes from green to red-brown or brown, and drops from the plant.",1,2012-03-08,NA,"56"
7591,516,837,"For Coccoloba uvifera, the fruit is fleshy and berry-like and changes from green to red to purple.",1,2012-03-08,NA,"56"
7592,516,838,"For Coptis trifolia, the fruit is capsule-like and changes from green to tan or light brown and splits open to expose the seeds. Do not include empty fruit that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7593,516,839,"For Crataegus douglasii, the fruit is small and apple-like and changes from green to red to dark blue, dark purple or blackish.",1,2012-03-08,NA,"56"
7594,516,840,"For Crinum americanum, the fruit is a capsule with a long beak, that changes from green to brown and splits open to expose the seeds, occassionally exposing an already germinated seed. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7595,516,841,"For Crocus spp., the fruit is a capsule, emerging from below ground or low on the plant on a stalk, that changes from green to tan or light brown and splits open to expose the seeds. In some species, the capsule remains underground and is not visible. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7596,516,842,"For Cypripedium acaule, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7597,516,843,"For Cypripedium reginae, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7598,516,844,"For Cytisus scoparius, the fruit is a pod that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7599,516,845,"For Dalea purpurea, the fruit is a tiny pod that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7600,516,846,"For Darlingtonia californica, the fruit is a capsule that changes from green to brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7601,516,847,"For Daucus carota, the fruit is tiny, two-segmented, and barbed, and changes from light reddish-purple to green to grayish brown or brown and splits into two one-seeded segments.",1,2012-03-08,NA,"57"
7602,516,848,"For Delphinium trolliifolium, the fruit is several-beaked and capsule-like, and changes from green to tan or brown and splits open to expose the seeds. Do not include empty fruits that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7603,516,849,"For Dicentra canadensis, the fruit is a green, spindle-shaped capsule that splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7604,516,850,"For Dicentra cucullaria, the fruit is a green, spindle-shaped capsule that splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7605,516,851,"For Dichelostemma capitatum, the fruit is a capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7606,516,852,"For Prosartes hookeri, the fruit is a berry that changes from green to orange or red.",1,2012-03-08,NA,"57"
7607,516,853,"For Primula frenchii, the fruit is a small capsule that changes from green to reddish-brown or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7608,516,854,"For Dryas integrifolia, the fruit is tiny, fuzzy and seed-like and is crowded into tight clusters of many fruits. The seed-like fruit has a long, white, feathery tail and changes from yellow to straw-colored or brown, and drops or is blown from the plant.",1,2012-03-08,NA,"56"
7609,516,855,"For Echinocereus engelmannii, the fruit is spiny, fleshy and berry-like and changes from green to red or red-orange and the spines fall off.",1,2012-03-08,NA,"57"
7610,516,856,"For Pontederia crassipes, the fruit is a capsule, hidden within a withered flower and often submerged in water, that splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7611,516,857,"For Empetrum nigrum, the fruit is berry-like and changes from green to dark blue, purple or black.",1,2012-03-08,NA,"56"
7612,516,858,"For Encelia californica, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit changes from yellow to tan or brown and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"56"
7613,516,859,"For Encelia farinosa, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit changes from yellow to tan or brown and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"56"
7614,516,860,"For Ephedra nevadensis, the &quot;fruit&quot; is not technically a fruit but a seed cone with thin scales that open to expose seeds that change from green to brown.",1,2012-03-08,NA,"56"
7615,516,861,"For Epigaea repens, the fruit is a fleshy capsule that changes from green to light green and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7616,516,862,"For Epipactis helleborine, the fruit is a small, green, hairy capsule that dries and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7617,516,863,"For Eriophyllum lanatum, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a crown of tiny, papery scales and changes from yellow to brown or dark brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7618,516,864,"For Erythronium grandiflorum, the fruit is a three-angled capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7619,516,865,"For Erythronium oregonum, the fruit is a three-angled capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7620,516,866,"For Escobaria vivipara, the fruit is berry-like and changes from green to dull brownish-red.",1,2012-03-08,NA,"57"
7621,516,867,"For Ferocactus wislizeni, the fruit is leathery to fleshy and berry-like and changes from green to yellow.",1,2012-03-08,NA,"57"
7622,516,868,"For Festuca arizonica, the fruit is a tiny grain, hidden within tiny bracts and grouped into small clusters that are closely arranged along spreading branches on a large, open-branched seed head, that changes texture from soft or watery to hard and drops from the plant. Do not include seed heads that have already dropped all of their grains.",1,2012-03-08,NA,"57"
7623,516,869,"For Festuca idahoensis, the fruit is a tiny grain, hidden within tiny bracts and grouped into small clusters that are loosely arranged on a narrow seed head, that changes texture from soft or watery to hard and drops from the plant. Do not include seed heads that have already dropped all of their grains.",1,2012-03-08,NA,"57"
7624,516,870,"For Fragaria chiloensis, the fruit is tiny and seed-like and is imbedded on the surface of a berry-like &quot;strawberry&quot;. The strawberry changes from green to red.",1,2012-03-08,NA,"57"
7625,516,871,"For Rhamnus purshiana, the fruit is berry-like and changes from green to red to deep purple, purplish-black or black.",1,2012-03-08,NA,"56"
7626,516,872,"For Fraxinus latifolia, the fruit is a winged seed that changes from green to tan or light brown.",1,2012-03-08,NA,"56"
7627,516,873,"For Fraxinus nigra, the fruit is a winged seed that changes from green to tan or light brown.",1,2012-03-08,NA,"56"
7628,516,874,"For Fritillaria camschatcensis, the fruit is a capsule that changes from green to yellow-green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7629,516,875,"For Fritillaria pudica, the fruit is a capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7630,516,876,"For Gaillardia pulchella, the fruit is very tiny, hairy, and seed-like and is crowded into a spent flower head. The seed-like fruit has a crown of long, papery scales and changes from yellow-green to brown or dark brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7631,516,877,"For Gardenia jasminoides, the fruit is berry-like and changes from green to orange.",1,2012-03-08,NA,"56"
7632,516,878,"For Garrya elliptica, the fruit is a fleshy, very hairy berry that changes from green to reddish-green or reddish-blue to tan as it dries and becomes brittle, and opens to expose the seeds. Do not include empty fruits that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7633,516,879,"For Gaultheria procumbens, the fruit is a small, berry-like capsule that changes from green to red.",1,2012-03-08,NA,"56"
7634,516,880,"For Gelsemium sempervirens, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7635,516,881,"For Gentianopsis crinita, the fruit is a capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7636,516,882,"For Geranium maculatum, the fruit is a long, narrow capsule that changes from green to tan or light brown and splits open, sometimes explosively by uncurling its five flaps, to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7637,516,883,"For Geranium robertianum, the fruit is a long, narrow capsule that changes from green to reddish-green to tan or light brown and splits open, sometimes explosively by uncurling its five flaps, to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7638,516,884,"For Ginkgo biloba, the &quot;fruit&quot; is not technically a fruit but a naked seed with a fleshy outer coat that changes from green to greenish-white to yellow or orange.",1,2012-03-08,NA,"56"
7639,516,885,"For Gleditsia triacanthos, the fruit is a pod that changes from green to dark brown.",1,2012-03-08,NA,"56"
7640,516,886,"For Goodyera oblongifolia, the fruit is a small capsule that changes from green to light brown or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7641,516,887,"For Hedera helix, the fruit is berry-like and changes from green to dull blue, dark purple or black.",1,2012-03-08,NA,"56"
7642,516,888,"For Hedysarum alpinum, the fruit is a pod with constrictions between each seed, that changes from green to reddish-green or yellowish.",1,2012-03-08,NA,"57"
7643,516,889,"For Hedysarum boreale, the fruit is a hairy pod with constrictions between each seed, that changes from green to reddish-green or yellowish to brown.",1,2012-03-08,NA,"57"
7644,516,890,"For Hemerocallis fulva, the fruit is a capsule that changes from green to tan, light brown or dark brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7645,516,891,"For Hesperocallis undulata, the fruit is a capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
